Time_Frame,TM_Srvc_Type,Time_Frame_Yr,Time_Frame_Mth,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,TM_Bene_Cnt,Tot_Bene_Cnt,TM_Bene_Pct
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,All,All,All,108475,533849,0.2031941616
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,All,All,Rural,13662,85696,0.1594240105
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,All,All,Urban,94773,447957,0.2115671817
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,All,Less than 65,All,20173,64259,0.3139326787
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,Disabled,All,All,19505,61242,0.3184905784
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,All,ESRD,All,All,1526,7130,0.2140252454
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,Female,All,All,All,66069,306491,0.2155658731
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,All,Male,All,All,All,42406,227358,0.186516419
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,American Indian / Alaska Native,All,All,All,All,1196,4882,0.2449815649
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,Asian,All,All,All,All,4636,24505,0.1891858804
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,Black/African American,All,All,All,All,3904,14411,0.2709041704
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,Hispanic,All,All,All,All,4243,18871,0.2248423507
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,All,White,All,All,All,All,91277,454886,0.2006590662
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,Medicare & Medicaid,All,All,All,All,All,26687,99661,0.2677777666
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Washington,Medicare Only,All,All,All,All,All,81788,434188,0.1883700148
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,Aged,All,All,20281,158328,0.1280948411
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,65-74,All,11653,85788,0.1358348487
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,75-84,All,6279,53501,0.1173622923
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,85 and over,All,2590,20544,0.1260708723
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,All,All,29674,196168,0.1512683006
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,All,Rural,8288,65680,0.1261875761
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,All,Urban,21331,130092,0.1639685761
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,All,Less than 65,All,9152,36335,0.2518783542
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,Disabled,All,All,8963,35305,0.253873389
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,All,ESRD,All,All,430,2535,0.1696252465
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,Female,All,All,All,18311,112228,0.1631589265
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,All,Male,All,All,All,11363,83940,0.1353705027
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,American Indian / Alaska Native,All,All,All,All,20,62,0.3225806452
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,Asian,All,All,All,All,80,528,0.1515151515
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,Black/African American,All,All,All,All,929,5285,0.1757805109
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,Hispanic,All,All,All,All,162,900,0.18
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,All,White,All,All,All,All,28203,187297,0.1505790269
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,Medicare & Medicaid,All,All,All,All,All,10545,46238,0.2280591721
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,West Virginia,Medicare Only,All,All,All,All,All,19129,149930,0.1275862069
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,Aged,All,All,43989,412401,0.1066655997
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,65-74,All,23872,207529,0.1150297067
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,75-84,All,13399,142290,0.0941668424
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,85 and over,All,7245,66470,0.1089965398
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,All,All,61930,482931,0.1282377814
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,All,Rural,17940,159592,0.1124116497
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,All,Urban,43986,323292,0.1360565681
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,All,Less than 65,All,17414,66642,0.2613066835
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,Disabled,All,All,16960,63921,0.2653275136
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,All,ESRD,All,All,981,6609,0.1484339537
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,Female,All,All,All,38723,278002,0.1392903648
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,All,Male,All,All,All,23207,204929,0.1132440992
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,American Indian / Alaska Native,All,All,All,All,536,2882,0.185981957
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,Asian,All,All,All,All,472,3724,0.126745435
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,Black/African American,All,All,All,All,4337,24792,0.1749354631
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,Hispanic,All,All,All,All,1765,10186,0.1732770469
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,All,White,All,All,All,All,53111,428252,0.1240181015
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,Medicare & Medicaid,All,All,All,All,All,21975,96628,0.2274185536
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wisconsin,Medicare Only,All,All,All,All,All,39955,386303,0.1034291735
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,Aged,All,All,2698,36282,0.0743619426
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,65-74,All,1534,18850,0.0813793103
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,75-84,All,855,12630,0.067695962
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,85 and over,All,378,5022,0.0752688172
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,All,All,3891,41578,0.0935831449
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,All,Rural,2426,27391,0.0885692381
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,All,Urban,1425,13740,0.1037117904
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,All,Less than 65,All,1124,5076,0.2214342002
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,Disabled,All,All,1074,4882,0.2199918066
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,All,ESRD,All,All,119,414,0.2874396135
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,Female,All,All,All,2413,23715,0.1017499473
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,All,Male,All,All,All,1478,17863,0.082740861
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,American Indian / Alaska Native,All,All,All,All,114,525,0.2171428571
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,Asian,All,All,All,All,12,159,0.0754716981
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,Black/African American,All,All,All,All,47,230,0.2043478261
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,Hispanic,All,All,All,All,185,1711,0.1081239041
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,All,White,All,All,All,All,3429,37966,0.0903176526
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,Medicare & Medicaid,All,All,All,All,All,1343,6175,0.2174898785
Pandemic (March 2020-February 2021),All Telemedicine,2020,09,Wyoming,Medicare Only,All,All,All,All,All,2548,35403,0.0719713019
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,Aged,All,All,44878,390346,0.114969796
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,65-74,All,25754,215278,0.1196313604
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,75-84,All,14468,133148,0.1086610388
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,85 and over,All,5242,46751,0.1121259438
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,All,All,64332,497370,0.1293443513
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,All,Rural,15694,136482,0.1149895224
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,All,Urban,48469,359321,0.1348905296
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,All,Less than 65,All,18868,102193,0.1846310413
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,Disabled,All,All,18285,97548,0.1874461803
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,All,ESRD,All,All,1169,9476,0.1233642887
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,Female,All,All,All,40901,292904,0.1396396089
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,All,Male,All,All,All,23431,204466,0.1145960698
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,American Indian / Alaska Native,All,All,All,All,89,444,0.2004504505
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,Asian,All,All,All,All,256,2124,0.120527307
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,Black/African American,All,All,All,All,15922,115649,0.1376752069
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,Hispanic,All,All,All,All,448,3621,0.1237227285
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,All,White,All,All,All,All,46929,370487,0.1266684121
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,Medicare & Medicaid,All,All,All,All,All,18756,122194,0.1534936249
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alabama,Medicare Only,All,All,All,All,All,45576,375176,0.1214789859
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,Aged,All,All,6305,29213,0.2158285695
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,65-74,All,3923,17335,0.226305163
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,75-84,All,1813,9296,0.1950301205
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,85 and over,All,602,2868,0.209902371
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,All,All,8244,34350,0.24
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,All,Rural,3534,16168,0.2185799109
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,All,Urban,4444,16973,0.2618276086
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,All,Less than 65,All,1906,4851,0.3929086786
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,Disabled,All,All,1862,4555,0.4087815587
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,All,ESRD,All,All,77,582,0.1323024055
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,Female,All,All,All,4963,19200,0.2584895833
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,All,Male,All,All,All,3281,15150,0.2165676568
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,American Indian / Alaska Native,All,All,All,All,1297,4694,0.2763101832
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,Asian,All,All,All,All,270,1215,0.2222222222
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,Black/African American,All,All,All,All,284,910,0.3120879121
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,Hispanic,All,All,All,All,208,860,0.2418604651
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,All,White,All,All,All,All,5919,25553,0.2316362071
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,Medicare & Medicaid,All,All,All,All,All,2976,8820,0.337414966
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Alaska,Medicare Only,All,All,All,All,All,5268,25530,0.2063454759
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,Aged,All,All,102919,550737,0.186875042
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,65-74,All,57661,286021,0.2015970855
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,75-84,All,35217,198894,0.1770641648
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,85 and over,All,11679,70980,0.1645393068
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,All,All,129818,627991,0.2067195231
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,All,Rural,12886,73347,0.1756854404
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,All,Urban,116793,553669,0.2109437227
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,All,Less than 65,All,25261,72096,0.3503800488
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,Disabled,All,All,23922,68154,0.3509992077
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,All,ESRD,All,All,2977,9100,0.3271428571
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,Female,All,All,All,78831,359342,0.2193759705
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,All,Male,All,All,All,50987,268649,0.1897903956
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,American Indian / Alaska Native,All,All,All,All,3901,13681,0.2851399751
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,Asian,All,All,All,All,1898,9688,0.195912469
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,Black/African American,All,All,All,All,6131,21068,0.2910100627
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,Hispanic,All,All,All,All,17961,77334,0.2322523082
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,All,White,All,All,All,All,97219,492304,0.1974775748
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,Medicare & Medicaid,All,All,All,All,All,35136,123684,0.2840787814
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arizona,Medicare Only,All,All,All,All,All,94682,504307,0.1877467495
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,Aged,All,All,26697,224863,0.118725624
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,65-74,All,14257,118862,0.1199458195
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,75-84,All,8871,79319,0.111839534
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,85 and over,All,3878,29035,0.1335629413
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,All,All,39810,288023,0.1382181284
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,All,Rural,15797,126552,0.1248261584
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,All,Urban,23794,159964,0.1487459678
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,All,Less than 65,All,12804,60807,0.2105678623
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,Disabled,All,All,12484,58504,0.2133871188
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,All,ESRD,All,All,629,4656,0.1350945017
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,Female,All,All,All,25363,169298,0.1498127562
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,All,Male,All,All,All,14447,118725,0.1216845652
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,American Indian / Alaska Native,All,All,All,All,185,1120,0.1651785714
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,Asian,All,All,All,All,163,1335,0.1220973783
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,Black/African American,All,All,All,All,5932,38106,0.1556710229
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,Hispanic,All,All,All,All,578,4019,0.1438168699
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,All,White,All,All,All,All,32554,240603,0.1353017211
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,Medicare & Medicaid,All,All,All,All,All,14736,76572,0.192446325
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Arkansas,Medicare Only,All,All,All,All,All,25074,211451,0.1185806641
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,Aged,All,All,744935,2277041,0.3271504553
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,65-74,All,394029,1153345,0.3416401857
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,75-84,All,251901,797617,0.3158169899
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,85 and over,All,108618,359806,0.3018793461
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,All,All,873196,2578573,0.3386353615
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,All,Rural,54487,182653,0.2983088151
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,All,Urban,818456,2395161,0.3417123108
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,All,Less than 65,All,118648,267805,0.4430387782
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,Disabled,All,All,112334,246083,0.456488258
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,All,ESRD,All,All,15927,55449,0.2872369204
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,Female,All,All,All,523713,1482816,0.3531881231
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,All,Male,All,All,All,349483,1095757,0.3189420647
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,American Indian / Alaska Native,All,All,All,All,2783,7800,0.3567948718
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,Asian,All,All,All,All,92919,298597,0.31118531
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,Black/African American,All,All,All,All,64090,157390,0.4072050321
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,Hispanic,All,All,All,All,185760,532742,0.3486866063
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,All,White,All,All,All,All,499203,1496806,0.3335121586
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,Medicare & Medicaid,All,All,All,All,All,275418,744296,0.3700382643
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,California,Medicare Only,All,All,All,All,All,597778,1834277,0.3258929813
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,Aged,All,All,53395,326973,0.1633009453
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,65-74,All,30662,175820,0.1743942669
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,75-84,All,16362,109222,0.1498049843
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,85 and over,All,6755,44463,0.1519240717
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,All,All,67594,370424,0.1824773773
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,All,Rural,8162,59248,0.1377599244
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,All,Urban,59412,311044,0.1910083461
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,All,Less than 65,All,13815,40919,0.3376182214
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,Disabled,All,All,13468,39090,0.3445382451
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,All,ESRD,All,All,731,4361,0.167622105
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,Female,All,All,All,41474,213151,0.1945756764
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,All,Male,All,All,All,26120,157273,0.1660806369
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,American Indian / Alaska Native,All,All,All,All,218,969,0.2249742002
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,Asian,All,All,All,All,1031,5703,0.1807820445
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,Black/African American,All,All,All,All,2930,11620,0.252151463
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,Hispanic,All,All,All,All,7617,36057,0.211248856
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,All,White,All,All,All,All,53882,305197,0.1765482623
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,Medicare & Medicaid,All,All,All,All,All,19394,65830,0.2946073219
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Colorado,Medicare Only,All,All,All,All,All,48200,304594,0.1582434322
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,Aged,All,All,45751,291808,0.1567845981
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,65-74,All,25261,140054,0.1803661445
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,75-84,All,14456,102918,0.1404613382
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,85 and over,All,6387,51298,0.1245077781
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,All,All,63097,335745,0.1879313169
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,All,Rural,2369,13313,0.1779463682
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,All,Urban,60719,322376,0.1883483882
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,All,Less than 65,All,16993,41475,0.4097166968
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,Disabled,All,All,16694,39835,0.4190786996
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,All,ESRD,All,All,652,4102,0.1589468552
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,Female,All,All,All,39475,196290,0.2011055072
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,All,Male,All,All,All,23622,139455,0.1693879746
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,American Indian / Alaska Native,All,All,All,All,70,235,0.2978723404
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,Asian,All,All,All,All,869,5273,0.1648018206
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,Black/African American,All,All,All,All,5548,24878,0.2230082804
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,Hispanic,All,All,All,All,6245,24391,0.2560370629
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,10,Connecticut,All,White,All,All,All,All,48092,268595,0.1790502429
